dateGame,locationGame,slugTeam,Opp,namePlayer,3-pointers,fg3a,rebounds,assists,steals,blocks,turnovers,points,urlPlayerHeadshot
2021-10-19,A,BKN,MIL,Joe Harris,3,5,2,2,0,0,2,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203925.png
2021-10-19,A,BKN,MIL,LaMarcus Aldridge,0,0,3,1,0,1,1,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png
2021-10-19,H,MIL,BKN,Thanasis Antetokounmpo,0,0,4,1,0,1,0,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203648.png
2021-10-19,A,BKN,MIL,James Harden,4,8,8,8,1,2,4,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png
2021-10-19,H,MIL,BKN,Jordan Nwora,3,6,6,1,1,1,1,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629670.png
2021-10-19,A,BKN,MIL,Patty Mills,7,7,2,2,1,1,0,21,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201988.png
2021-10-19,A,BKN,MIL,Jevon Carter,0,2,2,0,0,0,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628975.png
2021-10-19,H,LAL,GSW,Kent Bazemore,2,8,2,0,0,1,1,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203145.png
2021-10-19,A,GSW,LAL,Kevon Looney,0,0,4,1,1,1,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png
2021-10-19,H,LAL,GSW,Malik Monk,2,4,3,1,2,0,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628370.png
2021-10-19,H,LAL,GSW,Anthony Davis,1,5,11,2,1,2,0,33,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png
2021-10-19,A,GSW,LAL,Stephen Curry,2,8,10,10,3,0,4,21,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201939.png
2021-10-19,A,GSW,LAL,Andre Iguodala,2,5,1,2,0,1,0,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2738.png
2021-10-19,A,GSW,LAL,Gary Payton,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627780.png
2021-10-19,H,LAL,GSW,DeAndre Jordan,0,0,2,1,1,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
2021-10-19,A,GSW,LAL,Juan Toscano-Anderson,1,2,3,1,0,0,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629308.png
2021-10-19,A,GSW,LAL,Moses Moody,0,0,2,0,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630541.png
2021-10-19,A,GSW,LAL,Jordan Poole,4,11,2,3,1,0,2,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629673.png
2021-10-19,H,LAL,GSW,Carmelo Anthony,2,4,4,2,0,0,1,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2546.png
2021-10-19,H,LAL,GSW,Russell Westbrook,0,4,5,4,0,0,4,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png
2021-10-19,A,GSW,LAL,Damion Lee,1,5,1,2,0,0,0,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
2021-10-19,A,GSW,LAL,Nemanja Bjelica,1,1,11,4,1,0,1,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202357.png
2021-10-19,H,LAL,GSW,Dwight Howard,0,0,6,0,0,0,2,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2730.png
2021-10-19,A,GSW,LAL,Otto Porter,1,2,1,0,1,0,1,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203490.png
2021-10-19,H,LAL,GSW,Rajon Rondo,1,3,0,5,2,0,3,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png
2021-10-19,A,GSW,LAL,Draymond Green,0,0,8,6,1,0,5,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203110.png
2021-10-19,A,GSW,LAL,Andrew Wiggins,2,5,7,1,1,0,2,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png
2021-10-19,H,LAL,GSW,LeBron James,5,11,11,5,1,1,4,34,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png
2021-10-19,H,LAL,GSW,Avery Bradley,2,3,1,1,0,0,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202340.png
2021-10-20,H,UTA,OKC,Miye Oni,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629671.png
2021-10-20,A,OKC,UTA,Derrick Favors,0,0,9,1,0,1,1,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202324.png
2021-10-20,H,UTA,OKC,Jordan Clarkson,2,6,1,1,0,0,3,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png
2021-10-20,H,UTA,OKC,Elijah Hughes,0,0,0,0,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630190.png
2021-10-20,H,UTA,OKC,Donovan Mitchell,3,10,3,4,2,1,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png
2021-10-20,H,UTA,OKC,Hassan Whiteside,0,0,10,0,1,2,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png
2021-10-20,H,UTA,OKC,Mike Conley,2,7,0,4,2,0,1,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png
2021-10-20,H,UTA,OKC,Bojan Bogdanovic,2,6,4,2,1,0,1,22,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202711.png
2021-10-20,H,UTA,OKC,Malik Fitts,0,0,1,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630238.png
2021-10-20,A,OKC,UTA,Isaiah Roby,0,3,6,1,0,0,1,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629676.png
2021-10-20,A,OKC,UTA,Josh Giddey,0,0,10,3,0,0,1,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630581.png
2021-10-20,A,OKC,UTA,Theo Maledon,0,3,2,3,0,0,2,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png
2021-10-20,A,OKC,UTA,Darius Bazley,1,7,7,2,0,0,1,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629647.png
2021-10-20,H,UTA,OKC,Joe Ingles,4,7,3,3,0,0,0,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204060.png
2021-10-20,A,OKC,UTA,Jeremiah Robinson-Earl,2,3,2,0,0,0,0,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630526.png
2021-10-20,A,OKC,UTA,Shai Gilgeous-Alexander,1,7,4,2,0,0,1,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png
2021-10-20,H,UTA,OKC,Jared Butler,0,4,1,1,0,0,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630215.png
2021-10-20,A,OKC,UTA,Kenrich Williams,1,2,0,1,0,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png
2021-10-20,A,OKC,UTA,Aleksej Pokusevski,0,2,3,3,1,0,2,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630197.png
2021-10-20,H,UTA,OKC,Eric Paschall,1,3,3,1,0,0,0,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629672.png
2021-10-20,H,UTA,OKC,Rudy Gobert,0,0,21,0,0,1,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203497.png
2021-10-20,H,UTA,OKC,Royce O'Neale,0,4,6,2,0,1,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626220.png
2021-10-20,A,OKC,UTA,Luguentz Dort,1,6,6,2,2,0,3,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629652.png
2021-10-20,A,OKC,UTA,Vit Krejci,0,0,1,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png
2021-10-20,A,OKC,UTA,Tre Mann,1,2,0,1,1,1,1,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png
2021-10-20,A,SAC,POR,Buddy Hield,4,7,6,2,0,0,0,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627741.png
2021-10-20,A,SAC,POR,Harrison Barnes,8,11,9,2,2,0,0,36,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png
2021-10-20,H,POR,SAC,Cody Zeller,0,0,6,1,1,1,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png
2021-10-20,A,SAC,POR,Davion Mitchell,0,2,3,3,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630558.png
2021-10-20,A,SAC,POR,Terence Davis,2,8,0,3,1,0,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629056.png
2021-10-20,H,POR,SAC,Anfernee Simons,1,2,2,4,0,0,1,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png
2021-10-20,A,SAC,POR,Tyrese Haliburton,0,1,2,4,1,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
2021-10-20,A,SAC,POR,De'Aaron Fox,2,8,5,8,0,1,5,27,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png
2021-10-20,H,POR,SAC,Robert Covington,2,7,4,0,0,2,1,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203496.png
2021-10-20,H,POR,SAC,Damian Lillard,0,9,6,11,1,0,1,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png
2021-10-20,H,POR,SAC,Norman Powell,1,3,5,0,0,0,1,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626181.png
2021-10-20,H,POR,SAC,CJ McCollum,6,11,6,5,3,1,5,34,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png
2021-10-20,A,SAC,POR,Tristan Thompson,0,0,5,0,0,0,1,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202684.png
2021-10-20,A,SAC,POR,Richaun Holmes,1,1,11,2,1,2,1,21,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626158.png
2021-10-20,H,POR,SAC,Larry Nance,0,1,3,2,0,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png
2021-10-20,A,SAC,POR,Maurice Harkless,0,3,2,0,1,1,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203090.png
2021-10-20,H,POR,SAC,Jusuf Nurkic,1,1,14,2,0,1,1,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203994.png
2021-10-20,H,POR,SAC,Nassir Little,1,1,3,0,0,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png
2021-10-20,H,PHX,DEN,Chris Paul,2,4,4,10,2,1,3,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png
2021-10-20,A,DEN,PHX,Jeff Green,3,6,1,1,0,0,2,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
2021-10-20,A,DEN,PHX,PJ Dozier,3,4,5,1,1,0,1,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628408.png
2021-10-20,A,DEN,PHX,JaMychal Green,0,2,2,0,1,0,2,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203210.png
2021-10-20,H,PHX,DEN,JaVale McGee,0,0,8,0,0,1,3,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png
2021-10-20,A,DEN,PHX,Nikola Jokic,1,6,13,2,2,0,3,27,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
2021-10-20,A,DEN,PHX,Austin Rivers,0,2,0,0,0,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203085.png
2021-10-20,H,PHX,DEN,Cameron Payne,1,3,2,3,1,0,3,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626166.png
2021-10-20,A,DEN,PHX,Monte Morris,3,6,2,3,0,0,1,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628420.png
2021-10-20,H,PHX,DEN,Jae Crowder,0,5,8,2,1,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203109.png
2021-10-20,A,DEN,PHX,Michael Porter,2,3,6,5,2,0,2,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629008.png
2021-10-20,H,PHX,DEN,Deandre Ayton,1,3,6,2,1,0,2,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629028.png
2021-10-20,A,DEN,PHX,Aaron Gordon,1,1,8,4,0,1,3,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
2021-10-20,H,PHX,DEN,Landry Shamet,3,3,3,0,0,0,0,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629013.png
2021-10-20,H,PHX,DEN,Devin Booker,2,7,4,4,1,0,3,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png
2021-10-20,H,PHX,DEN,Cameron Johnson,3,5,2,1,1,0,1,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png
2021-10-20,A,DEN,PHX,Will Barton,4,8,6,5,1,0,0,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203115.png
2021-10-20,A,DEN,PHX,Facundo Campazzo,0,1,3,4,2,0,2,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630267.png
2021-10-20,H,PHX,DEN,Abdel Nader,0,1,3,1,1,0,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627846.png
2021-10-20,H,PHX,DEN,Mikal Bridges,2,6,5,0,1,1,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png
2021-10-20,H,SA,ORL,Keita Bates-Diop,1,1,1,0,0,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628966.png
2021-10-20,H,SA,ORL,Jock Landale,0,0,1,1,0,1,0,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png
2021-10-20,H,SA,ORL,Joshua Primo,1,1,0,0,0,0,0,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630563.png
2021-10-20,A,ORL,SA,Cole Anthony,1,7,5,4,0,0,3,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png
2021-10-20,A,ORL,SA,Ignas Brazdeikis,0,3,3,1,1,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629649.png
2021-10-20,H,SA,ORL,Lonnie Walker,3,9,6,3,1,1,0,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png
2021-10-20,A,ORL,SA,Robin Lopez,0,0,3,0,0,0,2,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png
2021-10-20,H,SA,ORL,Devin Vassell,3,4,2,5,2,0,0,19,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630170.png
2021-10-20,H,SA,ORL,Derrick White,3,4,4,4,1,0,0,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png
2021-10-20,H,SA,ORL,Dejounte Murray,0,4,6,8,4,0,3,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627749.png
2021-10-20,A,ORL,SA,Moritz Wagner,1,3,6,1,0,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png
2021-10-20,H,SA,ORL,Drew Eubanks,0,0,6,2,0,1,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png
2021-10-20,H,SA,ORL,Keldon Johnson,0,1,4,1,0,0,2,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png
2021-10-20,H,SA,ORL,Bryn Forbes,0,3,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627854.png
2021-10-20,A,ORL,SA,Terrence Ross,1,1,3,0,0,0,1,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203082.png
2021-10-20,A,ORL,SA,RJ Hampton,1,2,7,3,1,0,2,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630181.png
2021-10-20,H,SA,ORL,Tre Jones,0,0,0,1,0,0,0,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png
2021-10-20,A,ORL,SA,Franz Wagner,0,2,4,2,1,2,0,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630532.png
2021-10-20,H,SA,ORL,Jakob Poeltl,0,0,13,7,0,0,1,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png
2021-10-20,H,SA,ORL,Doug McDermott,2,3,0,0,0,0,0,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203926.png
2021-10-20,A,ORL,SA,Mo Bamba,3,4,4,4,1,4,3,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628964.png
2021-10-20,A,ORL,SA,Wendell Carter,1,1,8,1,1,0,0,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png
2021-10-20,A,ORL,SA,Jalen Suggs,1,6,1,1,1,0,3,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png
2021-10-20,A,BOS,NYK,Marcus Smart,5,11,8,6,2,0,4,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203935.png
2021-10-20,A,BOS,NYK,Romeo Langford,2,3,3,0,1,0,3,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629641.png
2021-10-20,H,NYK,BOS,Kemba Walker,3,4,8,3,1,0,4,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202689.png
2021-10-20,A,BOS,NYK,Jaylen Brown,8,14,9,6,3,1,4,46,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png
2021-10-20,H,NYK,BOS,Evan Fournier,6,13,6,3,4,1,1,32,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203095.png
2021-10-20,A,BOS,NYK,Robert Williams,0,0,10,3,3,5,0,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png
2021-10-20,H,NYK,BOS,RJ Barrett,3,7,5,2,0,2,0,19,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png
2021-10-20,H,NYK,BOS,Immanuel Quickley,0,3,0,1,1,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630193.png
2021-10-20,H,NYK,BOS,Alec Burks,1,4,1,1,1,0,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202692.png
2021-10-20,A,BOS,NYK,Grant Williams,3,5,5,4,1,1,2,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629684.png
2021-10-20,A,BOS,NYK,Aaron Nesmith,0,3,2,1,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630174.png
2021-10-20,A,BOS,NYK,Payton Pritchard,0,2,5,2,0,1,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png
2021-10-20,H,NYK,BOS,Quentin Grimes,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png
2021-10-20,H,NYK,BOS,Jericho Sims,0,0,1,0,0,0,0,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630579.png
2021-10-20,A,BOS,NYK,Dennis Schroder,1,4,3,8,2,0,2,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png
2021-10-20,A,BOS,NYK,Jayson Tatum,2,15,11,4,1,1,3,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png
2021-10-20,H,NYK,BOS,Mitchell Robinson,0,0,17,3,0,2,1,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629011.png
2021-10-20,H,NYK,BOS,Julius Randle,3,8,8,9,0,3,7,35,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203944.png
2021-10-20,H,NYK,BOS,Derrick Rose,1,3,4,5,2,1,2,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201565.png
2021-10-20,H,NYK,BOS,Obi Toppin,0,3,5,0,0,1,1,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630167.png
2021-10-20,A,HOU,MIN,Jalen Green,1,6,4,4,1,0,0,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630224.png
2021-10-20,A,HOU,MIN,Alperen Sengun,0,0,6,2,3,0,3,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630578.png
2021-10-20,H,MIN,HOU,Leandro Bolmaro,0,0,0,0,0,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630195.png
2021-10-20,A,HOU,MIN,David Nwaba,0,2,4,2,2,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628021.png
2021-10-20,A,HOU,MIN,Christian Wood,2,6,9,3,0,1,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png
2021-10-20,H,MIN,HOU,Taurean Prince,1,3,3,2,1,0,1,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627752.png
2021-10-20,H,MIN,HOU,Jaden McDaniels,0,1,4,1,4,2,1,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png
2021-10-20,A,HOU,MIN,Kenyon Martin,0,0,2,1,1,0,0,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630231.png
2021-10-20,A,HOU,MIN,Eric Gordon,3,4,2,0,1,0,3,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201569.png
2021-10-20,H,MIN,HOU,Malik Beasley,1,4,1,4,2,2,0,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627736.png
